index,raw,uic,lat,lon,entries
1491,Lunery,87576280,46.9351795,2.275014,lunery
1492,Lunéville,87141150,48.588233,6.49727,luneville
1493,Lurbe-Saint-Christau,87672741,43.12099,-0.60408,lurbe saint christau
1494,Lure,87185249,47.683269,6.4925787,lure
1495,Lus-la-Croix-Haute,87747667,44.6709898,5.6973678,lus la croix haute
1496,Lusignan,87485540,46.4354949,0.116555,lusignan
1497,Lussac-les-Châteaux,87575845,46.4051106,0.7186918,lussac les chateaux
1498,Luttenbach-près-Munster,87182543,48.0352559,7.1186307,luttenbach pres munster
1499,Lutzelbourg,87215160,48.7299065,7.2516808,lutzelbourg
1500,Lutzelhouse,87214650,48.51812,7.29391,lutzelhouse
1501,Luxé,87583823,45.8873947,0.1094107,luxe
1502,Luxeuil-les-Bains,87185595,47.8148606,6.3726593,luxeuil les bains
1504,Luzenac - Garanou,87611558,42.7642849,1.7531248,luzenac garanou
1505,Luzy,87696534,46.7940793,3.9693245,luzy
1507,Lyon Gorge de Loup,87721175,45.766078,4.804631,lyon gorge de loup
1508,Lyon Jean Macé,87282624,45.74495,4.84139,lyon jean mace
1509,Lyon Part Dieu,87723197,45.760559,4.859355,lyon part dieu
1510,Lyon Perrache,87722025,45.748476,4.825733,lyon perrache
1511,Lyon Saint-Exupéry TGV,87762906,45.721109,5.074969,lyon saint exupery tgv
1512,Lyon Saint-Paul,87721159,45.76601,4.827057,lyon saint paul
1513,Lyon Vaise,87721001,45.779938,4.80396,lyon vaise
1514,Macau,87581199,45.0040981,-0.6200068,macau
1515,Machecoul,87481366,46.9905038,-1.8227524,machecoul
1516,Machilly,87745588,46.2512825,6.3282335,machilly
1517,Mâcon,87725689,46.302572,4.824887,macon
1518,Mâcon Loché TGV,87725705,46.282884,4.778876,macon loche tgv
1519,Magalas,87781666,43.4675998,3.2295415,magalas
1521,Magland,87746412,46.016945,6.6215075,magland
1522,Magnac - Vicq,87592279,45.6288007,1.4438445,magnac vicq
1523,Magnette,87641365,46.4641418,2.6028771,magnette
1524,Magneux - Courlandon,87400986,49.3100006,3.7331444,magneux courlandon
1525,Magny - Blandainville,87394429,48.3342906,1.2811066,magny blandainville
1526,Maillé,87575068,47.0533855,0.5830236,maille
1527,Mailly-la-Ville,87683847,47.6041692,3.6751472,mailly la ville
1528,Maintenon,87394130,48.5854793,1.5920651,maintenon
1532,Maizières-lès-Metz,87191106,49.2155349,6.1588762,maizieres les metz
1533,Mâlain,87713065,47.3270025,4.8105362,malain
1534,Malansac,87476689,47.6756185,-2.2961796,malansac
1535,Malaunay - Le Houlme,87411256,49.5133331,1.0395776,malaunay le houlme
1537,Malling,87191627,49.42152,6.302207,malling
1538,Mamirolle,87718510,47.1998712,6.1617411,mamirolle
1539,Mandelieu-la-Napoule,87757591,43.523903,6.941313,mandelieu la napoule
1540,Manosque - Gréoux-les-Bains,87751321,43.8231945,5.7933241,manosque greoux les bains
1542,Mantes-la-Jolie,87381509,48.98984,1.70337,mantes la jolie
1543,Marbache,87141796,48.8010405,6.1091755,marbache
1544,Marcelcave,87313445,49.8532165,2.5819031,marcelcave
1545,Marcheprime,87582445,44.690543,-0.85381,marcheprime
1549,Maresquel-Ecquemicourt,87317206,50.4078186,1.9313418,maresquel ecquemicourt
1551,Margaux,87581215,45.0358307,-0.6854145,margaux
1552,Margival,87271882,49.4393862,3.4027491,margival
1553,Marienthal,87213603,48.781863,7.8231894,marienthal
1554,Marignier,87746347,46.0887815,6.507826,marignier
1555,Marigny,87485334,46.1990832,-0.428404,marigny
1557,Marlieux - Châtillon,87723767,46.0638765,5.0731097,marlieux chatillon
1559,Marmagne,87576132,47.1001505,2.2819971,marmagne
1560,Marmagne sous Creusot,87694182,46.8334607,4.3601911,marmagne sous creusot
1561,Marmande,87586545,44.503019,0.168044,marmande
1562,Marne-la-Vallée Chessy,87111849,48.869856,2.78272,marne la vallee chessy
1563,Maroeuil,87342188,50.322603,2.6983279,maroeuil
1565,Maromme,87411249,49.479935,1.050485,maromme
1566,Marquillies,87342469,50.5477246,2.8661707,marquillies
1567,Marquise - Rinxent,87317339,50.8056635,1.72988,marquise rinxent
1568,Marquixanes,87784629,42.6428224,2.4858388,marquixanes
1569,Marsac,87597625,46.0941348,1.585556,marsac
1570,Marsac-sur-L'isle,87595207,45.1860541,0.6626174,marsac sur l isle
1571,Marseillan Plage,87781294,43.3181964,3.5355281,marseillan plage
1572,Marseille Blancarde,87751081,43.29614391,5.406559,marseille blancarde
1573,Marseille Saint-Charles,87751008,43.302666,5.380407,marseille saint charles
1574,Marseille-en-Beauvaisis,87313726,49.5709066,1.9546349,marseille en beauvaisis
1575,Marssac-sur-Tarn,87615419,43.9151803,2.026913,marssac sur tarn
1576,Martigné-Ferchaud,87471367,47.8321302,-1.3137943,martigne ferchaud
1577,Martigues,87753509,43.3929209,5.0257804,martigues
1578,Martres-Tolosane,87611087,43.1962069,1.0167558,martres tolosane
1579,Marvejols,87783282,44.5446819,3.2810718,marvejols
1580,Massérac,87471227,47.6745316,-1.9144441,masserac
1581,Masseret,87594820,45.536175,1.5415396,masseret
1582,Massiac - Blesle,87734871,45.2537695,3.1965518,massiac blesle
1583,Massy - Palaiseau,87393579,48.7264211,2.2575281,massy palaiseau
1586,Massy TGV,87393702,48.725758,2.261254,massy tgv
1587,Matzenheim,87214130,48.3987556,7.6196003,matzenheim
1588,Maubeuge,87295006,50.27298,3.96677,maubeuge
1591,Maurois,87345546,50.0674506,3.4562554,maurois
1592,Maurs,87645168,44.7061543,2.1995656,maurs
1593,Mauves-sur-Loire,87481150,47.2930211,-1.3893042,mauves sur loire
1594,Mauzac-et-Grand-Castang,87584466,44.8558291,0.7899658,mauzac et grand castang
1595,Mauzé-sur-le-Mignon,87485250,46.1995881,-0.6737264,mauze sur le mignon
1596,Mayet,87396580,47.7601465,0.2659384,mayet
1597,Mazamet,87615542,43.4977847,2.3747346,mazamet
1598,Mazingarbe,87342121,50.4608957,2.7005447,mazingarbe
1600,Mehun-sur-Yèvre,87576116,47.1394406,2.2071342,mehun sur yevre
1602,Menars,87574244,47.6450036,1.405617,menars
1603,Mende,87783605,44.522322,3.5019875,mende
1604,Ménil Flin,87141390,48.5050204,6.6592265,menil flin
1606,Mennessis,87296434,49.6915989,3.2711145,mennessis
1607,Mennetou-sur-Cher,87576728,47.2688835,1.8765238,mennetou sur cher
1608,Menton,87756486,43.774444,7.4933,menton
1609,Menton Garavan,87756494,43.785202,7.517297,menton garavan
1610,Mer,87574194,47.70586,1.506373,mer
1611,Mérens-les-Vals,87611525,42.6594883,1.8371278,merens les vals
1612,Mérenvielle,87611814,43.6365051,1.1503303,merenvielle
1613,Méricourt - Ribemont,87313064,49.9556384,2.5726254,mericourt ribemont
1615,Mérignac Arlac,87278259,44.8265601,-0.6261402,merignac arlac
1616,Méroux,87184408,47.58659,6.89903,meroux
1617,Mertzwiller,87213207,48.872013,7.6781895,mertzwiller
1618,Méru,87313668,49.23233,2.13254,meru
1619,Mervans,87713701,46.7988928,5.1794099,mervans
1620,Merxheim,87182725,47.9126413,7.3022795,merxheim
1622,Messac - Guipry,87471185,47.82225,-1.81822,messac guipry
1623,Messein,87141499,48.6128788,6.1378364,messein
1624,Mesves - Bulcy,87696187,47.2420755,3.0065175,mesves bulcy
1625,Mesvres,87694158,46.862799,4.2449659,mesvres
1626,Metz,87192039,49.109545,6.176593,metz
1627,Metz Nord,87192070,49.13673,6.16791,metz nord
1628,Metzeral,87182816,48.0133301,7.0733383,metzeral
1632,Meung-sur-Loire,87574137,47.829926,1.691928,meung sur loire
1633,Meurchin,87345272,50.4970516,2.8930903,meurchin
1634,Meursault,87713560,46.9690497,4.7954444,meursault
1635,Meuse TGV,87147322,48.978549,5.270954,meuse tgv
1636,Meximieux - Pérouges,87723585,45.901615,5.193534,meximieux perouges
1637,Meymac,87594275,45.5302313,2.1640905,meymac
1638,Meyrargues,87751370,43.6440076,5.5395738,meyrargues
1639,Mézériat,87725838,46.2350502,5.046622,mezeriat
1640,Mézidon-Canon,87444208,49.071,-0.07496,mezidon canon
1641,Mignaloux - Nouaillé,87575704,46.5261427,0.4117391,mignaloux nouaille
1642,Milhaud,87775098,43.7884886,4.3033268,milhaud
1643,Millas,87784546,42.6888961,2.6937502,millas
1644,Millau,87783001,44.102344,3.07457,millau
1645,Milly-sur-Thérain,87313700,49.5035256,1.988233,milly sur therain
1646,Miniac-Morvan,87478131,48.5315134,-1.914787,miniac morvan
1647,Mionnay,87723726,45.8966784,4.919752,mionnay
1648,Miramas,87753004,43.580704,5.000264,miramas
1649,Miraumont,87342030,50.0958521,2.7344755,miraumont
1650,Miribel,87723528,45.822088,4.95394,miribel
1652,Modane,87742007,45.193365,6.658161,modane
1653,Mohon,87172155,49.752584,4.73313,mohon
1654,Moirans,87747329,45.322185,5.581915,moirans
1655,Moirans La Galifette,87747691,45.324154,5.56517,moirans la galifette
1656,Moissac,87611889,44.1024178,1.077345,moissac
1657,Molsheim,87214577,48.53705,7.50044,molsheim
1658,Mommenheim,87212142,48.7561587,7.6422273,mommenheim
1659,Monestier-de-Clermont,87747592,44.911996,5.6339702,monestier de clermont
1660,Monéteau - Gurgy,87683557,47.8507856,3.5798071,moneteau gurgy
1661,Monistrol-d'Allier,87734335,44.9696648,3.6500424,monistrol d allier
1662,Monnaie,87574681,47.4987491,0.7932851,monnaie
1663,Monnerville,87545111,48.3484915,2.0320595,monnerville
1664,Monsempron-Libos,87586453,44.486631,0.9412277,monsempron libos
1665,Mont de Terre,87287128,50.6176672,3.0966031,mont de terre
1666,Mont-Dauphin - Guillestre,87763508,44.6746283,6.6156027,mont dauphin guillestre
1667,Mont-de-Marsan,87671016,43.884898,-0.50466,mont de marsan
1668,Mont-Louis - La Cabanasse,87784793,42.5020902,2.1131379,mont louis la cabanasse
1669,Mont-sur-Meurthe,87141143,48.5599456,6.4496444,mont sur meurthe
1670,Montaigu,87481465,46.983705,-1.316236,montaigu
1671,Montaigut-le-Blanc,87597674,46.1367425,1.7339815,montaigut le blanc
1672,Montargis,87684001,48.006862,2.742783,montargis
1673,Montastruc-la-Conseillère,87615369,43.715985,1.5979,montastruc la conseillere
1674,Montataire,87276618,49.2510365,2.4362155,montataire
1675,Montauban Ville Bourbon,87611244,44.014387,1.341496,montauban ville bourbon
1676,Montauban-de-Bretagne,87471086,48.190241,-2.052675,montauban de bretagne
1677,Montaudran,87612010,43.5734591,1.4804356,montaudran
1678,Montaut Bétharram,87672113,43.1269731,-0.1982813,montaut betharram
1679,Montbard,87713131,47.618747,4.33616,montbard
1680,Montbarrey,87718866,47.0359922,5.6366081,montbarrey
1681,Montbartier,87611699,43.9241555,1.264501,montbartier
1682,Montbazon,87571406,47.2917191,0.7214769,montbazon
1683,Montbéliard,87184523,47.5105086,6.8013763,montbeliard
1684,Montbizot,87396044,48.151513,0.1908607,montbizot
1685,Montbrison,87726448,45.604454,4.078282,montbrison
1686,Montceau-les-Mines,87694620,46.6706636,4.3610264,montceau les mines
1687,Montchanin,87694307,46.7592649,4.4814867,montchanin
1688,Montdidier,87313346,49.64147,2.563,montdidier
1689,Monte-Carlo Country Club,87338590,43.75438,7.44821,monte carlo country club
1690,Montélimar,87764001,44.559079,4.744792,montelimar
1691,Montendre,87491183,45.2805457,-0.3961726,montendre
1692,Montereau,87682302,48.379934,2.942972,montereau
1693,Montérolier - Buchy,87411454,49.6031854,1.3347457,monterolier buchy
1694,Montescourt-Lizerolles,87296418,49.7380842,3.2519756,montescourt lizerolles
1695,Monteux,87765818,44.0374619,4.9947813,monteux
1696,Montfavet,87765412,43.932635,4.873943,montfavet
1697,Montferrand - Thoraise,87718106,47.1847414,5.9074815,montferrand thoraise
1699,Montfort-le-Gesnois,87396291,48.0405657,0.4064237,montfort le gesnois
1700,Montfort-sur-Meu,87471078,48.138878,-1.949141,montfort sur meu
1703,Monthermé,87172056,49.865621,4.74053,montherme
1705,Montigny-en-Ostrevent,87345306,50.36151,3.18829,montigny en ostrevent
1707,Montlaur,87618207,43.4752405,1.5776454,montlaur
1708,Montlouis-sur-Loire,87571273,47.3915307,0.8173987,montlouis sur loire
1709,Montluçon,87641001,46.338101,2.596159,montlucon
1710,Montluçon Rimard,87323675,46.3355913,2.6115119,montlucon rimard
1711,Montluel,87723569,45.84777,5.057503,montluel
1712,Montmédy,87194209,49.5228775,5.3716718,montmedy
1713,Montmélian,87741181,45.503059,6.043289,montmelian
1714,Montmoreau,87583674,45.3982987,0.1380013,montmoreau
1715,Montmorillon,87575480,46.4174979,0.8737467,montmorillon
1716,Montoir-de-Bretagne,87481713,47.3210164,-2.1616777,montoir de bretagne
1717,Montpaon,87781534,43.8685236,3.1097221,montpaon
1718,Montpellier Saint-Roch,87773002,43.604738,3.880674,montpellier saint roch
1719,Montpellier Sud de France,87688887,43.594787,3.924623,montpellier sud de france
1720,Montpon-Ménestérol,87595322,45.006326,0.159328,montpon menesterol
1721,Montrabé,87611848,43.6450204,1.5240482,montrabe
1722,Montréjeau - Gourdan-Polignan,87611152,43.078109,0.5735,montrejeau gourdan polignan
1724,Montreuil sur Mer,87317164,50.4661948,1.7691662,montreuil sur mer
1725,Montreuil-Bellay,87487637,47.1254181,-0.1482834,montreuil bellay
1726,Montreuil-sur-Ille,87478032,48.307292,-1.674155,montreuil sur ille
1727,Montreuil-sur-Thérain,87316406,49.38152,2.2002529,montreuil sur therain
1728,Montreux-Vieux,87184275,47.6178576,7.0253947,montreux vieux
1729,Montrichard,87574855,47.3437658,1.1717596,montrichard
1730,Montroc le Planet,87746867,45.996415,6.9345425,montroc le planet
1731,Montrond-les-Bains,87726885,45.644429,4.248814,montrond les bains
1733,Monts,87575035,47.2818,0.65448,monts
1735,Montsûrs,87478537,48.14149,-0.5506416,montsurs
1736,Montville,87411801,49.551284,1.070046,montville
1737,Moosch,87182592,47.8607454,7.0507631,moosch
1738,Morannes,87484170,47.7390902,-0.4179693,morannes
1739,Morbier,87715433,46.5392164,6.0176446,morbier
1740,Morcenx,87673103,44.033565,-0.90864,morcenx
1742,Moreuil,87313320,49.77699,2.47582,moreuil
1743,Morez,87715441,46.5262166,6.023578,morez
1744,Morgny-la-Pommeraye,87411439,49.5232183,1.2478526,morgny la pommeraye
1745,Morhange,87192286,48.9366239,6.6590266,morhange
1746,Morières-lès-Avignon,87765420,43.9414696,4.9082052,morieres les avignon
1747,Morlaix,87474338,48.57797,-3.832514,morlaix
1749,Morre,87391300,47.2259417,6.0673029,morre
1751,Morteau,87718619,47.053727,6.604653,morteau
1752,Morvillars,87184424,47.54952,6.93511,morvillars
1753,Mothern,87212456,48.9347327,8.1615803,mothern
1754,Motteville,87411280,49.6365717,0.8497988,motteville
1755,Mouans-Sartoux,87401323,43.620318,6.974114,mouans sartoux
1756,Mouchard,87718833,46.976911,5.799644,mouchard
1758,Moulins sur Allier,87696328,46.561346,3.338842,moulins sur allier
1759,Moulis - Listrac,87581231,45.0840273,-0.7447365,moulis listrac
1760,Moult - Argences,87444190,49.1111851,-0.1864355,moult argences
1761,Mourmelon-le-Petit,87174409,49.1313076,4.3180982,mourmelon le petit
1763,Moustéru,87473512,48.5074512,-3.2435052,mousteru
1764,Moûtiers - Salins - Brides-les-Bains,87741728,45.486344,6.531425,moutiers salins brides les bains
1765,Mouy - Bury,87313577,49.32045,2.32635,mouy bury
1766,Moyeuvre-Grande,87191718,49.246713,6.043226,moyeuvre grande
1767,Muhlbach-sur-Munster,87182733,48.0246077,7.0875666,muhlbach sur munster
1768,Muizon,87171298,49.2781012,3.8915287,muizon
1769,Mulhouse,87182063,47.742224,7.342396,mulhouse
1770,Mulhouse Dornach,87182055,47.74713,7.308477,mulhouse dornach
1771,Mulhouse Musées,87534339,47.75136,7.29478,mulhouse musees
1772,Mulhouse Zu Rhein Tram-Train,87472639,47.743561,7.317015,mulhouse zu rhein tram train
1773,Mullerhof,87214643,48.52451,7.3119577,mullerhof
1774,Munchhausen,87212449,48.9237982,8.1409912,munchhausen
1775,Mundolsheim,87212100,48.6447732,7.721389,mundolsheim
1776,Munster,87182394,48.0383438,7.1341728,munster
1777,Munster Badischhof,87386540,48.0390754,7.1528861,munster badischhof
1778,Murat,87645481,45.1091483,2.8696045,murat
1779,Muret,87611038,43.464824,1.324449,muret
1781,Mussidan,87595298,45.034329,0.354071,mussidan
1782,Mutzig,87214585,48.5337753,7.4621581,mutzig
1783,Naintré,87575175,46.7595303,0.4963446,naintre
1784,Najac,87613463,44.221802,1.9761625,najac
1785,Namps - Quevauvillers,87313379,49.8082274,2.1053184,namps quevauvillers
1786,Nançois - Tronville,87175067,48.7180423,5.2912016,nancois tronville
1787,Nancy,87141002,48.689861,6.174583,nancy
1791,Nantes,87481002,47.216148,-1.542356,nantes
1793,Nanteuil-le-Haudouin,87271577,49.14275,2.79459,nanteuil le haudouin
1794,Nantiat,87592444,46.0056192,1.1563734,nantiat
1795,Narbonne,87781104,43.190387,3.00591,narbonne
1796,Naucelle,87615732,44.1854793,2.363504,naucelle
1797,Neau,87478545,48.1574807,-0.4766725,neau
1798,Négrondes,87595132,45.3460288,0.8611999,negrondes
1799,Nemours - Saint-Pierre,87684126,48.267884,2.685754,nemours saint pierre
1800,Nérondes,87576454,46.9996897,2.8221695,nerondes
1801,Nerpuy,87575167,46.7834177,0.5256884,nerpuy
1802,Nesle,87313486,49.7639147,2.9089882,nesle
1803,Neufchâteau,87141291,48.3583428,5.6904018,neufchateau
1804,Neufchâtel-Hardelot,87317099,50.62364,1.643115,neufchatel hardelot
1805,Neuillé-Pont-Pierre,87571547,47.5580135,0.5649155,neuille pont pierre
1808,Neussargues,87645507,45.1253044,2.9791866,neussargues
1809,Neuves-Maisons,87141507,48.6147666,6.1078904,neuves maisons
1810,Neuvic,87595272,45.0999632,0.4450162,neuvic
1812,Neuville-sur-Sarthe,87396028,48.0705577,0.1997294,neuville sur sarthe
1813,Neuvy-Pailloux,87597070,46.883564,1.8642473,neuvy pailloux
1814,Nevers,87696005,46.987282,3.150743,nevers
1815,Nevers Le Banlay,87559070,47.0068974,3.1636746,nevers le banlay
1816,Nexon,87592725,45.6915692,1.1784396,nexon
1818,Nice,87756056,43.704556,7.261904,nice
1819,Nice Pont Michel,87590299,43.72175,7.29144,nice pont michel
1820,Nice Riquier,87756353,43.705554,7.290175,nice riquier
1821,Nice Saint-Augustin,87756254,43.670728,7.216199,nice saint augustin
1822,Niederbronn-les-Bains,87213256,48.9523989,7.6341348,niederbronn les bains
1823,Nieppe,87287151,50.6966975,2.8289655,nieppe
1824,Nieul,87592410,45.9273896,1.1723974,nieul
1825,Nîmes,87775007,43.832291,4.365845,nimes
1826,Nîmes Pont du Gard,87703975,43.81681,4.50768,nimes pont du gard
1827,Niolon,87753582,43.340223,5.2569415,niolon
1828,Niort,87485300,46.319491,-0.454639,niort
1829,Niversac,87595512,45.1383083,0.8082195,niversac
1830,Nœux-les-Mines,87342139,50.48297,2.67393,n ux les mines
1833,Nogent-le-Rotrou,87394296,48.3255926,0.8103045,nogent le rotrou
1834,Nogent-sur-Seine,87118190,48.49783878,3.49372888,nogent sur seine
1835,Nogent-sur-Vernisson,87684274,47.8527938,2.7375773,nogent sur vernisson
1839,Noizay,87574368,47.4096869,0.8959456,noizay
1840,Nomain,87286609,50.5023744,3.2063499,nomain
1841,Nonancourt,87393553,48.7757257,1.1929162,nonancourt
1842,Nort-sur-Erdre,87481598,47.4419243,-1.5033645,nort sur erdre
1843,Nortkerque,87287292,50.8829544,2.0231501,nortkerque
1844,Notre-Dame de Briançon,87741694,45.5393185,6.4687785,notre dame de briancon
1845,Notre-Dame-d'Oé,87574699,47.4595668,0.7070252,notre dame d oe
1846,Nouan-le-Fuzelier,87543157,47.5337788,2.0330957,nouan le fuzelier
1847,Nouvion-sur-Meuse,87172213,49.6973135,4.794973,nouvion sur meuse
1848,Nouzonville,87172023,49.8120125,4.7428155,nouzonville
1849,Novéant-sur-Moselle,87192427,49.028635,6.052101,noveant sur moselle
1850,Novillars,87718411,47.2839618,6.1327011,novillars
1851,Noyal - Acigné,87471540,48.1187915,-1.5277646,noyal acigne
1852,Noyelles-sur-Mer,87317396,50.1875408,1.7045772,noyelles sur mer
1853,Noyen-sur-Sarthe,87396374,47.8744544,-0.0981755,noyen sur sarthe
1854,Noyon,87276782,49.57736,3.00641,noyon
1855,Nozières - Brignon,87775353,43.9760134,4.2072916,nozieres brignon
1856,Nuits sous Ravières,87713156,47.7291142,4.211186,nuits sous ravieres
1857,Nuits-Saint-Georges,87713529,47.130545,4.956204,nuits saint georges
1858,Nurieux-Volognat,87743351,46.1842195,5.5327486,nurieux volognat
1859,Obermodern-Zutzendorf,87213165,48.8426083,7.547015,obermodern zutzendorf
1860,Obernai,87214288,48.46219,7.48881,obernai
1861,Objat,87594630,45.2647335,1.4068293,objat
1862,Oderen,87182634,47.9118756,6.9734829,oderen
1863,Oermingen,87215632,49.0003724,7.1317322,oermingen
1864,Ogeu-les-Bains,87672709,43.153939,-0.5076467,ogeu les bains
1865,Oissel,87411207,49.34306,1.101799,oissel
1866,Olette - Canaveilles,87784728,42.55472,2.2719309,olette canaveilles
1867,Ollioules - Sanary-sur-Mer,87755231,43.122586,5.824979,ollioules sanary sur mer
1868,Olonne-sur-Mer,87486431,46.5486605,-1.76738,olonne sur mer
1869,Oloron-Sainte-Marie,87672725,43.1947669,-0.6122826,oloron sainte marie
1870,Ondres,87673319,43.5685809,-1.4571793,ondres
1871,Onville,87192435,49.01367,5.97909,onville
1872,Onzain - Chaumont-sur-Loire,87574319,47.492,1.18595,onzain chaumont sur loire
1873,Orange,87765107,44.137304,4.819594,orange
1875,Orchamps,87718361,47.1500962,5.659147,orchamps
1876,Orchies,87286583,50.47705,3.24888,orchies
1878,Orgon,87753707,43.7859131,5.0456738,orgon
1879,Orléans,87543009,47.90796,1.904666,orleans
1882,Orry-la-Ville - Coye,87276279,49.13895,2.49,orry la ville coye
1883,Ors,87295667,50.1031718,3.626754,ors
1884,Orthez,87672253,43.484242,-0.76776,orthez
1886,Ossès - Saint-Martin-d'Arrossa,87673707,43.2352119,-1.3048922,osses saint martin d arrossa
1887,Ostricourt,87345249,50.44542,3.03244,ostricourt
1888,Oudon,87481184,47.3433655,-1.291992,oudon
1889,Ouges,87712604,47.2559157,5.0727895,ouges
1890,Oullins,87722207,45.7166261,4.8135793,oullins
1891,Ourscamp,87276774,49.5341405,2.9540017,ourscamp
1892,Oyonnax,87743534,46.259742,5.653338,oyonnax
1894,Pagny-le-Château,87713669,47.0462492,5.2010538,pagny le chateau
1895,Pagny-sur-Meuse,87175828,48.6965426,5.7336468,pagny sur meuse
1896,Pagny-sur-Moselle,87192468,48.9852003,6.0250346,pagny sur moselle
1897,Paimpol,87473868,48.77694,-3.0460958,paimpol
1898,Pamiers,87611343,43.116207,1.619451,pamiers
1899,Pamproux,87485524,46.3996295,-0.051931,pamproux
1901,Paray-le-Monial,87694687,46.447312,4.113744,paray le monial
1903,Parempuyre,87581710,44.9447032,-0.6193396,parempuyre
1904,Parent - Coudes - Champeix,87734194,45.6139737,3.2178245,parent coudes champeix
1905,Paris Austerlitz,87547000,48.842285,2.364891,paris austerlitz
1906,Paris Bercy Bourgogne - Pays d'Auvergne,87686667,48.83917,2.38278,paris bercy bourgogne pays d auvergne
1907,Paris Est,87113001,48.876742,2.358424,paris est
1908,Paris Gare de Lyon,87686006,48.844888,2.37352,paris gare de lyon
1909,Paris Gare du Nord,87271007,48.880185,2.355151,paris gare du nord
1910,Paris Montparnasse,87391003,48.841172,2.320514,paris montparnasse
1911,Paris Saint-Lazare,87384008,48.876242,2.325331,paris saint lazare
1912,Parsac - Gouzon,87597724,46.1986154,2.1744416,parsac gouzon
1913,Pas des Lanciers,87753285,43.409655,5.253822,pas des lanciers
1914,Pau,87672006,43.291762,-0.369626,pau
1915,Pauillac,87581256,45.2038438,-0.7551342,pauillac
1916,Paulhaguet,87734293,45.2101978,3.5004445,paulhaguet
1917,Pavilly,87411272,49.563897,0.950644,pavilly
1918,Peltre,87192203,49.073877,6.2220476,peltre
1919,Penhoët,87321745,47.2907444,-2.2008664,penhoet
1920,Penne-d'Agenais,87586438,44.3799858,0.8029779,penne d agenais
1921,Penthièvre,87476424,47.5580254,-3.1330754,penthievre
1923,Pérenchies,87286278,50.66697,2.97729,perenchies
1924,Périgueux,87595009,45.187408,0.707879,perigueux
1925,Pernes - Camblain,87342550,50.4802048,2.4310823,pernes camblain
1926,Perpignan,87784009,42.696292,2.879779,perpignan
1927,Perrignier,87745620,46.303259,6.4249208,perrignier
1928,Pers,87645176,44.887025,2.2403887,pers
1929,Persan - Beaumont,87276469,49.14795,2.27914,persan beaumont
1930,Pertuis,87751362,43.6845547,5.5037023,pertuis
1931,Pessac,87581751,44.80461,-0.63185,pessac
1932,Pessac Alouette,87581793,44.793355,-0.65965,pessac alouette
1935,Petit-Croix,87184267,47.6101045,6.9947414,petit croix
1936,Peyrehorade,87672337,43.5468102,-1.1157577,peyrehorade
1937,Peyrilhac - Saint-Jouvent,87592428,45.9596182,1.1699844,peyrilhac saint jouvent
1938,Pezou,87574541,47.8673364,1.1408714,pezou
1939,Phalempin,87286500,50.5154,3.0199,phalempin
1940,Pibrac,87611830,43.621364,1.289237,pibrac
1941,Picon Busserine,87759290,43.3309989,5.3927456,picon busserine
1942,Picquigny,87313106,49.9461557,2.1432765,picquigny
1943,Pierre-Bénite,87722231,45.7066772,4.8245059,pierre benite
1944,Pierre-Buffière,87592253,45.6995226,1.3472667,pierre buffiere
1947,Pierrelatte,87764308,44.374719,4.703783,pierrelatte
1949,Pignans,87755389,43.298475,6.2248459,pignans
1950,Pihen-lès-Guînes,87316679,50.8727855,1.7845632,pihen les guines
1951,Pins-Justaret,87618116,43.479213,1.399645,pins justaret
1954,Plancoët,87473272,48.5216785,-2.2289207,plancoet
1955,Pléchâtel,87471177,47.8719509,-1.7763615,plechatel
1956,Plénée-Jugon,87473082,48.376656,-2.3546108,plenee jugon
1957,Plerguer,87478123,48.5314637,-1.8505895,plerguer
1958,Plestan,87473090,48.4256462,-2.4424607,plestan
1959,Pleudihen-sur-Rance,87478149,48.4993822,-1.9617515,pleudihen sur rance
1960,Pleyber-Christ,87474320,48.5078255,-3.8825543,pleyber christ
1961,Plouaret Trégor,87473181,48.6062816,-3.4668231,plouaret tregor
1962,Plougonver,87473538,48.4584133,-3.3704584,plougonver
1963,Plouharnel - Carnac,87476416,47.6042943,-3.1184482,plouharnel carnac
1964,Plouigneau,87474411,48.5647064,-3.7100572,plouigneau
1965,Plounérin,87473199,48.5816298,-3.5682311,plounerin
1966,Plouvara - Plerneuf,87473132,48.508585,-2.8925136,plouvara plerneuf
1967,Podensac,87582734,44.6489664,-0.3589057,podensac
1968,Pointe de Grave,87581397,45.567067,-1.0658575,pointe de grave
1970,Poitiers,87575001,46.582275,0.333241,poitiers
1971,Poix-de-Picardie,87313395,49.7778561,1.9897767,poix de picardie
1972,Poix-Terron,87172171,49.6500011,4.6365346,poix terron
1973,Poliénas,87761742,45.256006,5.4735849,polienas
1974,Poligny,87718189,46.8443393,5.7001051,poligny
1975,Polliat,87725846,46.24464,5.1238268,polliat
1976,Pomas,87615146,43.1123875,2.2892273,pomas
1977,Pompey,87141788,48.77304,6.13061,pompey
1978,Pons,87491100,45.5780767,-0.5389124,pons
1980,Pont d'Ardres,87281410,50.8920781,1.9712144,pont d ardres
1981,Pont de Bois,87286831,50.62403,3.13026,pont de bois
1982,Pont de Briques,87317115,50.6828164,1.6268038,pont de briques
1983,Pont de Dore,87734459,45.8427833,3.4903254,pont de dore
1985,Pont de la Deûle,87345207,50.39813,3.08503,pont de la deule
1986,Pont de Lignon,87726786,45.2597792,4.1372431,pont de lignon
